ID,Impact Bond Name,Stage of Development,Dates - Date outcomes contract signed - (Value),Dates - Date contracts between all parties signed - (Value),Dates - Anticipated completion date - (Value),Dates - Actual completion date - (Value),Dates - Start date of service provision - (Value),Dates - Anticipated end date of service provision - (Value),Dates - Actual end date of service provision - (Value),Dates - Anticipated duration of service provision - (Value),Dates - Actual duration of service provision - (Value),Jurisdiction - Jurisdiction - (Value),Overall project finance – currency,Overall project finance – minimum,Overall project finance – exact,Overall project finance – max,Overall project finance – minimum in USD,Overall project finance – exact in USD,Overall project finance – maximum in USD,Overall Project Finance – maximum potential loss,Overall Project Finance – maximum potential return type,Overall project finance – maximum potential return,Overall project finance – investor repayment,Overall project finance - Total outcome payments made - Currency - (Value),Overall project finance - Total outcome payments made - Amount - (Value),Overall project finance - Total outcome payments made - Amount USD - (Value),Investment Details - Total Funds Invested - Latest - Currency - (Value),Investment Details - Total Funds Invested - Latest - Amount - (Value),Investment Details - Total Funds Invested - Latest - Amount USD - (Value),Investment Details - Total Funds Invested - Latest - Date - (Value),Investment Details - Internal Rate of Return - Target - (Value),Investment Details - Internal Rate of Return - Date - (Value),Investment Details - Internal Rate of Return - Latest - (Value),Purpose and classifications - Social challenge - (Value),Purpose and classifications - Policy sector - (Value),Purpose and classifications - Primary SDG goal - (Value),Purpose and classifications - Secondary SDG goals - (Value),Purpose and classifications - Primary SDG target - (Value),Purpose and classifications - Secondary SDG targets - (Value),Service and beneficiaries - Target population - (Value),Service and beneficiaries - Targeted number of unique service users or beneficiaries (total) - (Value),Service and beneficiaries - Actual number of unique service users or beneficiaries engaged (total) - (Value),success
INDIGO-POJ-0273,The Deshkan Ziibi Conservation Impact Bond,Implementation,2024-05-28,2024-05-28,2028-11-04,2028-11-04,2024-05-28,2028-11-04,2028-11-04,1621,1621,Australia,CAD,208244.18,260305.22,312366.27,229068.6,286335.75,343602.9,52061.04,Variable,65076.31,272018.96,CAD,231216.12,254337.73,CAD,260305.22,286335.75,2024-05-28,0.078,2028-11-04,0.0784,Homelessness,Health,SDG 11,SDG 13,Target 2.4,Target 5.5,Refugees,729,582,1
INDIGO-POJ-0274,EducAid - Sierra Leone Education Innovation Fund,Implementation,2021-05-30,2021-05-30,2024-11-27,2024-11-27,2021-05-30,2024-11-27,2024-11-27,1277,1277,United Kingdom,AUD,129676.88,162096.1,194515.32,142644.57,178305.71,213966.85,32419.22,Fixed,40524.02,172632.34,AUD,146737.49,161411.24,AUD,162096.1,178305.71,2021-05-30,0.0591,2024-11-27,0.0671,Mental health,Employment and training,SDG 7,SDG 11,Target 9.1,Target 2.2,Youth,267,264,1
INDIGO-POJ-0275,Street Child - Sierra Leone Education Innovation Fund,Complete,2019-07-08,2019-07-08,2021-02-04,2021-02-04,2019-07-08,2021-02-04,2021-02-04,577,577,Canada,GBP,286079.85,357599.82,429119.78,314687.84,393359.8,472031.76,71519.96,Fixed,89399.95,386207.8,GBP,328276.63,361104.3,GBP,357599.82,393359.8,2019-07-08,0.0704,2021-02-04,0.0965,Homelessness,Health,SDG 5,SDG 1,Target 8.3,Target 1.1,Youth,382,368,1
INDIGO-POJ-0276,Rising Academy Network - Sierra Leone Education Innovation Fund,Implementation,2015-02-08,2015-02-08,2017-07-21,2017-07-21,2015-02-08,2017-07-21,2017-07-21,894,894,Canada,AUD,88123.63,110154.54,132185.45,96936.0,121170.0,145404.0,22030.91,Fixed,27538.64,115662.27,AUD,98312.93,108144.22,AUD,110154.54,121170.0,2015-02-08,0.0578,2017-07-21,0.0625,Mental health,Housing,SDG 13,SDG 14,Target 6.1,Target 7.1,Youth,937,829,1
INDIGO-POJ-0280,Her Heart Her Way,Complete,2023-02-19,2023-02-19,2024-05-22,2024-05-22,2023-02-19,2024-05-22,2024-05-22,458,458,USA,USD,88670.72,110838.4,133006.08,97537.79,121922.24,146306.68,22167.68,Fixed,27709.6,118597.08,USD,100807.52,110888.27,USD,110838.4,121922.24,2023-02-19,0.0611,2024-05-22,0.0875,Youth unemployment,Criminal justice,SDG 4,SDG 10,Target 5.5,Target 2.3,Disabled persons,604,485,1
INDIGO-POJ-0281,Restoring The Sacred Bond,Implementation,2021-12-19,2021-12-19,2024-03-13,2024-03-13,2021-12-19,2024-03-13,2024-03-13,815,815,Canada,GBP,153943.93,192429.92,230915.9,169338.33,211672.91,254007.49,38485.98,Variable,48107.48,203013.56,GBP,172561.53,189817.68,GBP,192429.92,211672.91,2021-12-19,0.0836,2024-03-13,0.086,Homelessness,Criminal justice,SDG 10,SDG 5,Target 5.3,Target 1.5,Women,242,291,1
INDIGO-POJ-0282,Refugee Integration Support and Employment (RISE) - North East,Implementation,2011-11-29,2011-11-29,2014-08-14,2014-08-14,2011-11-29,2014-08-14,2014-08-14,989,989,USA,GBP,288878.75,361098.44,433318.13,317766.63,397208.29,476649.94,72219.69,Fixed,90274.61,384569.84,GBP,326884.37,359572.8,GBP,361098.44,397208.29,2011-11-29,0.0619,2014-08-14,0.0794,Homelessness,Education,SDG 14,SDG 17,Target 3.2,Target 3.2,Refugees,317,321,1
INDIGO-POJ-0283,Refugee Transitions West Midlands,Complete,2022-04-24,2022-04-24,2025-11-23,2025-11-23,2022-04-24,2025-11-23,2025-11-23,1309,1309,United Kingdom,CAD,111821.25,139776.56,167731.87,123003.37,153754.21,184505.06,27955.31,Fixed,34944.14,151657.56,CAD,128908.93,141799.82,CAD,139776.56,153754.21,2022-04-24,0.0622,2025-11-23,0.1007,Youth unemployment,Employment and training,SDG 3,SDG 9,Target 2.2,Target 10.4,Refugees,331,210,1
INDIGO-POJ-0284,Greater Manchester Refugee Integration Partnership,Planned,2023-11-24,2023-11-24,2025-04-14,2025-04-14,2023-11-24,2025-04-14,2025-04-14,507,507,USA,GBP,345670.36,432087.95,518505.53,380237.39,475296.74,570356.09,86417.59,Fixed,108021.99,458013.22,GBP,389311.24,428242.36,GBP,432087.95,475296.74,2023-11-24,0.0699,2025-04-14,0.0821,Youth unemployment,Housing,SDG 15,SDG 11,Target 10.3,Target 10.2,Refugees,638,645,1
INDIGO-POJ-0285,"Stevig Staan (Standing Strong) - Limburg, Netherlands",Implementation,2014-12-20,2014-12-20,2019-12-17,2019-12-17,2014-12-20,2019-12-17,2019-12-17,1823,1823,USA,AUD,293787.24,367234.05,440680.87,323165.97,403957.46,484748.95,73446.81,Fixed,91808.51,391104.27,AUD,332438.63,365682.49,AUD,367234.05,403957.46,2014-12-20,0.0602,2019-12-17,0.0782,Youth unemployment,Employment and training,SDG 5,SDG 11,Target 8.4,Target 8.3,Refugees,764,787,1
INDIGO-POJ-0286,Ministry of Justice - Japan SIB Pilot,Complete,2011-11-03,2011-11-03,2014-05-30,2014-05-30,2011-11-03,2014-05-30,2014-05-30,939,939,Australia,GBP,84160.62,105200.77,126240.92,92576.68,115720.85,138865.02,21040.15,Variable,26300.19,114142.83,GBP,97021.41,106723.55,GBP,105200.77,115720.85,2011-11-03,0.0543,2014-05-30,0.0877,Mental health,Employment and training,SDG 3,SDG 3,Target 1.5,Target 1.5,Disabled persons,417,458,1
INDIGO-POJ-0287,Reduction in Reoffending in South Auckland - New Zealand,Implementation,2022-02-08,2022-02-08,2025-10-01,2025-10-01,2022-02-08,2025-10-01,2025-10-01,1331,1331,USA,GBP,146523.6,183154.5,219785.4,161175.96,201469.95,241763.94,36630.9,Fixed,45788.63,193228.0,GBP,164243.8,180668.18,GBP,183154.5,201469.95,2022-02-08,0.0513,2025-10-01,0.058,Youth unemployment,Housing,SDG 8,SDG 10,Target 3.4,Target 9.5,Youth,572,494,1
INDIGO-POJ-0288,Imagine Social Outcomes-Based Contract (SOBC),Complete,2023-10-10,2023-10-10,2028-08-10,2028-08-10,2023-10-10,2028-08-10,2028-08-10,1766,1766,Australia,GBP,214855.86,268569.82,322283.78,236341.44,295426.8,354512.16,53713.96,Variable,67142.46,287369.71,GBP,244264.25,268690.68,GBP,268569.82,295426.8,2023-10-10,0.0946,2028-08-10,0.1084,Homelessness,Housing,SDG 6,SDG 6,Target 10.5,Target 3.4,Refugees,424,280,1
INDIGO-POJ-0289,Promoción de habilidades de lectoescritura en Chile - Promoting literacy skills in Chile,Implementation,2015-12-06,2015-12-06,2018-12-31,2018-12-31,2015-12-06,2018-12-31,2018-12-31,1121,1121,United Kingdom,GBP,341581.94,426977.42,512372.91,375740.13,469675.17,563610.2,85395.48,Variable,106744.36,454730.96,GBP,386521.31,425173.45,GBP,426977.42,469675.17,2015-12-06,0.0671,2018-12-31,0.0786,Mental health,Education,SDG 17,SDG 12,Target 7.4,Target 8.1,Youth,531,555,1
INDIGO-POJ-0290,Promoción de la Retención y Asistencia Escolar - Promoting retention and school attendance in Chile,Complete,2015-11-28,2015-11-28,2020-02-25,2020-02-25,2015-11-28,2020-02-25,2020-02-25,1550,1550,Australia,CAD,268894.38,336117.98,403341.57,295783.82,369729.77,443675.73,67223.6,Variable,84029.49,357965.65,CAD,304270.8,334697.88,CAD,336117.98,369729.77,2015-11-28,0.0634,2020-02-25,0.0714,Homelessness,Housing,SDG 13,SDG 12,Target 10.1,Target 9.3,Disabled persons,728,675,1
INDIGO-POJ-0291,Mine Fields to Rice Fields DIB,Complete,2017-09-27,2017-09-27,2021-06-20,2021-06-20,2017-09-27,2021-06-20,2021-06-20,1362,1362,United Kingdom,AUD,279727.65,349659.56,419591.48,307700.42,384625.52,461550.62,69931.91,Fixed,87414.89,375884.03,AUD,319501.43,351451.57,AUD,349659.56,384625.52,2017-09-27,0.0705,2021-06-20,0.0851,Homelessness,Criminal justice,SDG 5,SDG 15,Target 3.2,Target 2.5,Refugees,353,356,1
INDIGO-POJ-0295,YMCA Alternative Suspension Programme,Implementation,2012-08-27,2012-08-27,2017-05-11,2017-05-11,2012-08-27,2017-05-11,2017-05-11,1718,1718,Canada,GBP,174229.04,217786.3,261343.56,191651.95,239564.93,287477.92,43557.26,Fixed,54446.58,230853.48,GBP,196225.46,215848.01,GBP,217786.3,239564.93,2012-08-27,0.0974,2017-05-11,0.1159,Mental health,Employment and training,SDG 4,SDG 16,Target 8.4,Target 4.5,Women,620,665,1
INDIGO-POJ-0299,End of Life Care Integrator - Somerset,Planned,2022-11-12,2022-11-12,2027-03-09,2027-03-09,2022-11-12,2027-03-09,2027-03-09,1578,1578,Australia,GBP,324353.85,405442.32,486530.78,356789.24,445986.55,535183.86,81088.46,Fixed,101360.58,427741.65,GBP,363580.4,399938.44,GBP,405442.32,445986.55,2022-11-12,0.057,2027-03-09,0.0618,Mental health,Criminal justice,SDG 2,SDG 5,Target 1.2,Target 5.2,Disabled persons,777,664,1
INDIGO-POJ-0300,End of Life Care Integrator- Bradford,Complete,2024-11-04,2024-11-04,2027-06-07,2027-06-07,2024-11-04,2027-06-07,2027-06-07,945,945,Australia,USD,366256.71,457820.89,549385.07,402882.38,503602.98,604323.58,91564.18,Variable,114455.22,494446.56,USD,420279.58,462307.54,USD,457820.89,503602.98,2024-11-04,0.09,2027-06-07,0.1255,Mental health,Housing,SDG 16,SDG 16,Target 3.2,Target 7.5,Women,985,989,1
INDIGO-POJ-0301,Wecyclers Waste-to-Wealth Campaign,Planned,2025-05-18,2025-05-18,2028-04-18,2028-04-18,2025-05-18,2028-04-18,2028-04-18,1066,1066,United Kingdom,AUD,216068.32,270085.4,324102.48,237675.15,297093.94,356512.73,54017.08,Fixed,67521.35,283589.67,AUD,241051.22,265156.34,AUD,270085.4,297093.94,2025-05-18,0.0511,2028-04-18,0.0527,Homelessness,Education,SDG 13,SDG 13,Target 3.1,Target 1.2,Disabled persons,820,846,1
INDIGO-POJ-0302,Istanbul Kodluyor (Istanbul codes),Implementation,2023-10-16,2023-10-16,2028-02-25,2028-02-25,2023-10-16,2028-02-25,2028-02-25,1593,1593,United Kingdom,USD,282713.03,353391.29,424069.55,310984.33,388730.42,466476.5,70678.26,Variable,88347.82,374594.77,USD,318405.55,350246.11,USD,353391.29,388730.42,2023-10-16,0.0629,2028-02-25,0.0643,Youth unemployment,Health,SDG 16,SDG 5,Target 10.5,Target 1.4,Disabled persons,244,116,1
INDIGO-POJ-0304,Scaling up the Adolescent Sexual and Reproductive Health Development Impact Bond in Kenya,Implementation,2020-10-24,2020-10-24,2023-12-13,2023-12-13,2020-10-24,2023-12-13,2023-12-13,1145,1145,United Kingdom,EUR,124593.94,155742.43,186890.92,137053.34,171316.67,205580.01,31148.49,Fixed,38935.61,164308.26,EUR,139662.02,153628.23,EUR,155742.43,171316.67,2020-10-24,0.0917,2023-12-13,0.0968,Youth unemployment,Housing,SDG 5,SDG 9,Target 8.2,Target 2.3,Disabled persons,393,442,1
INDIGO-POJ-0305,Mental Health and Employment Partnership (MHEP) North London - Barnet,Implementation,2012-08-23,2012-08-23,2016-07-22,2016-07-22,2012-08-23,2016-07-22,2016-07-22,1429,1429,Canada,USD,134937.37,168671.71,202406.06,148431.11,185538.89,222646.66,33734.34,Variable,42167.93,177105.3,USD,150539.51,165593.46,USD,168671.71,185538.89,2012-08-23,0.0636,2016-07-22,0.0654,Youth unemployment,Education,SDG 11,SDG 14,Target 6.1,Target 3.4,Refugees,748,690,1
INDIGO-POJ-0306,Mental Health and Employment Partnership (MHEP) North London - Enfield,Complete,2025-04-07,2025-04-07,2028-06-28,2028-06-28,2025-04-07,2028-06-28,2028-06-28,1178,1178,Canada,GBP,85885.02,107356.27,128827.52,94473.52,118091.9,141710.28,21471.25,Variable,26839.07,114871.21,GBP,97640.53,107404.58,GBP,107356.27,118091.9,2025-04-07,0.0957,2028-06-28,0.1167,Youth unemployment,Criminal justice,SDG 16,SDG 6,Target 6.5,Target 9.4,Refugees,791,753,1
INDIGO-POJ-0308,End of Life Care Integrator - Sutton,Complete,2024-10-14,2024-10-14,2026-06-14,2026-06-14,2024-10-14,2026-06-14,2026-06-14,608,608,Canada,GBP,167697.67,209622.09,251546.51,184467.44,230584.3,276701.16,41924.42,Fixed,52405.52,224295.63,GBP,190651.29,209716.42,GBP,209622.09,230584.3,2024-10-14,0.0777,2026-06-14,0.0928,Homelessness,Education,SDG 4,SDG 7,Target 9.4,Target 6.5,Youth,598,486,1
INDIGO-POJ-0309,Mental Health and Employment Partnership (MHEP) Haringey,Complete,2013-04-05,2013-04-05,2016-11-25,2016-11-25,2013-04-05,2016-11-25,2016-11-25,1330,1330,Canada,CAD,288454.52,360568.16,432681.79,317299.98,396624.97,475949.97,72113.63,Variable,90142.04,391216.45,CAD,332533.98,365787.38,CAD,360568.16,396624.97,2013-04-05,0.0915,2016-11-25,0.1278,Mental health,Health,SDG 3,SDG 9,Target 4.3,Target 2.5,Youth,593,541,1
INDIGO-POJ-0311,Bedayat Social Impact Bond,Complete,2023-05-27,2023-05-27,2024-09-20,2024-09-20,2023-05-27,2024-09-20,2024-09-20,482,482,Canada,GBP,272165.4,340206.74,408248.09,299381.93,374227.42,449072.9,68041.35,Fixed,85051.69,364021.22,GBP,309418.03,340359.84,GBP,340206.74,374227.42,2023-05-27,0.0833,2024-09-20,0.1082,Mental health,Housing,SDG 1,SDG 7,Target 9.3,Target 4.1,Women,373,251,1
INDIGO-POJ-0312,"Comprehensive employment intervention for mentally vulnerable citizens (Slagelse Municipality, Denmark)",Implementation,2024-09-09,2024-09-09,2025-09-09,2025-09-09,2024-09-09,2025-09-09,2025-09-09,365,365,United Kingdom,GBP,136118.81,170148.51,204178.21,149730.69,187163.36,224596.04,34029.7,Fixed,42537.13,179506.68,GBP,152580.68,167838.75,GBP,170148.51,187163.36,2024-09-09,0.0957,2025-09-09,0.0915,Mental health,Employment and training,SDG 13,SDG 12,Target 7.4,Target 10.2,Youth,920,953,0
INDIGO-POJ-0313,"Comprehensive employment intervention for mentally vulnerable citizens (Holbæk Municipality, Denmark)",Implementation,2022-07-17,2022-07-17,2026-10-22,2026-10-22,2022-07-17,2026-10-22,2026-10-22,1558,1558,USA,EUR,246053.67,307567.08,369080.5,270659.03,338323.79,405988.55,61513.42,Fixed,76891.77,326021.11,EUR,277117.94,304829.74,EUR,307567.08,338323.79,2022-07-17,0.0523,2026-10-22,0.056,Homelessness,Employment and training,SDG 8,SDG 7,Target 8.4,Target 10.1,Refugees,616,537,1
INDIGO-POJ-0314,"Comprehensive social and employment intervention for families in vulnerable residential areas - Viborg Municipality, Denmark",Implementation,2021-04-14,2021-04-14,2023-12-07,2023-12-07,2021-04-14,2023-12-07,2023-12-07,967,967,United Kingdom,EUR,133210.68,166513.35,199816.02,146531.75,183164.68,219797.62,33302.67,Variable,41628.34,174839.01,EUR,148613.16,163474.48,EUR,166513.35,183164.68,2021-04-14,0.0869,2023-12-07,0.0878,Youth unemployment,Criminal justice,SDG 9,SDG 9,Target 8.4,Target 10.4,Women,994,927,1
INDIGO-POJ-0315,Development Impact Bond (DIB) for hepatitis C diagnosis and treatment financing - Cameroon,Complete,2010-08-13,2010-08-13,2014-04-26,2014-04-26,2010-08-13,2014-04-26,2014-04-26,1352,1352,USA,USD,158511.72,198139.64,237767.57,174362.89,217953.61,261544.33,39627.93,Variable,49534.91,213000.12,USD,181050.1,199155.11,USD,198139.64,217953.61,2010-08-13,0.0695,2014-04-26,0.0907,Mental health,Health,SDG 13,SDG 8,Target 4.3,Target 7.3,Youth,469,456,1
INDIGO-POJ-0316,Mental Health and Employment Partnership (MHEP) Tower Hamlets,Planned,2025-02-09,2025-02-09,2028-01-10,2028-01-10,2025-02-09,2028-01-10,2028-01-10,1065,1065,Australia,USD,172382.0,215477.49,258572.99,189620.2,237025.24,284430.29,43095.5,Fixed,53869.37,226251.37,USD,192313.66,211545.03,USD,215477.49,237025.24,2025-02-09,0.0678,2028-01-10,0.0629,Youth unemployment,Housing,SDG 11,SDG 12,Target 4.5,Target 5.2,Women,954,953,0
INDIGO-POJ-0317,Ava now  - Austria ,Complete,2015-12-15,2015-12-15,2018-02-10,2018-02-10,2015-12-15,2018-02-10,2018-02-10,788,788,Australia,GBP,261249.48,326561.86,391874.23,287374.43,359218.04,431061.65,65312.37,Variable,81640.46,351054.0,GBP,298395.9,328235.49,GBP,326561.86,359218.04,2015-12-15,0.0738,2018-02-10,0.1041,Mental health,Education,SDG 12,SDG 5,Target 2.1,Target 2.4,Youth,243,170,1
INDIGO-POJ-0318,West London Zone (London Borough of Hammersmith and Fulham),Complete,2021-01-16,2021-01-16,2025-04-06,2025-04-06,2021-01-16,2025-04-06,2025-04-06,1541,1541,Canada,EUR,292374.77,365468.47,438562.16,321612.25,402015.31,482418.38,73093.69,Fixed,91367.12,394705.94,EUR,335500.05,369050.06,EUR,365468.47,402015.31,2021-01-16,0.0968,2025-04-06,0.1225,Mental health,Education,SDG 17,SDG 9,Target 7.2,Target 10.2,Youth,633,561,1
INDIGO-POJ-0319,Greater Manchester Better Outcomes Partnership,Implementation,2018-10-31,2018-10-31,2023-09-05,2023-09-05,2018-10-31,2023-09-05,2023-09-05,1770,1770,Canada,GBP,89978.6,112473.25,134967.9,98976.46,123720.58,148464.7,22494.65,Variable,28118.31,118096.92,GBP,100382.38,110420.62,GBP,112473.25,123720.58,2018-10-31,0.0631,2023-09-05,0.0666,Mental health,Health,SDG 17,SDG 15,Target 6.1,Target 1.2,Disabled persons,303,270,1
INDIGO-POJ-0320,Thrive North East Lincolnshire,Complete,2015-10-29,2015-10-29,2017-11-15,2017-11-15,2015-10-29,2017-11-15,2017-11-15,748,748,USA,CAD,270424.94,338031.17,405637.41,297467.43,371834.29,446201.15,67606.23,Variable,84507.79,363383.51,CAD,308875.98,339763.58,CAD,338031.17,371834.29,2015-10-29,0.0526,2017-11-15,0.0904,Youth unemployment,Education,SDG 9,SDG 16,Target 10.3,Target 6.2,Disabled persons,415,358,1
INDIGO-POJ-0321,LiftEd India,Implementation,2018-12-26,2018-12-26,2021-07-20,2021-07-20,2018-12-26,2021-07-20,2021-07-20,937,937,Australia,AUD,186958.05,233697.56,280437.07,205653.85,257067.31,308480.77,46739.51,Fixed,58424.39,246550.92,AUD,209568.28,230525.11,AUD,233697.56,257067.31,2018-12-26,0.0885,2021-07-20,0.0931,Youth unemployment,Criminal justice,SDG 5,SDG 8,Target 2.3,Target 4.5,Disabled persons,400,413,1
INDIGO-POJ-0323,Youth Social Mobility SIB in Nuevo Leon,Implementation,2010-03-21,2010-03-21,2012-03-16,2012-03-16,2010-03-21,2012-03-16,2012-03-16,726,726,Canada,AUD,114111.44,142639.3,171167.16,125522.59,156903.23,188283.88,28527.86,Fixed,35659.83,149771.27,AUD,127305.58,140036.13,AUD,142639.3,156903.23,2010-03-21,0.0538,2012-03-16,0.0536,Youth unemployment,Education,SDG 17,SDG 11,Target 8.3,Target 5.5,Youth,301,175,0
INDIGO-POJ-0324,Anima Social Impact Bond - Uruguay,Planned,2015-09-15,2015-09-15,2019-05-17,2019-05-17,2015-09-15,2019-05-17,2019-05-17,1340,1340,Canada,USD,300288.77,375360.96,450433.15,330317.64,412897.05,495476.47,75072.19,Variable,93840.24,403513.03,USD,342986.08,377284.68,USD,375360.96,412897.05,2015-09-15,0.0717,2019-05-17,0.1056,Homelessness,Employment and training,SDG 9,SDG 12,Target 6.5,Target 9.3,Refugees,621,640,1
INDIGO-POJ-0325,Duo for a job - France,Complete,2023-08-01,2023-08-01,2025-09-11,2025-09-11,2023-08-01,2025-09-11,2025-09-11,772,772,Australia,CAD,158848.65,198560.81,238272.98,174733.52,218416.89,262100.27,39712.16,Fixed,49640.2,215438.48,CAD,183122.71,201434.98,CAD,198560.81,218416.89,2023-08-01,0.091,2025-09-11,0.1291,Mental health,Employment and training,SDG 12,SDG 11,Target 9.4,Target 8.1,Disabled persons,493,425,1
INDIGO-POJ-0326,Messidor,Complete,2024-05-14,2024-05-14,2027-04-04,2027-04-04,2024-05-14,2027-04-04,2027-04-04,1055,1055,Canada,AUD,167086.44,208858.05,250629.67,183795.09,229743.86,275692.63,41771.61,Variable,52214.51,224522.41,AUD,190844.05,209928.45,AUD,208858.05,229743.86,2024-05-14,0.0795,2027-04-04,0.1094,Mental health,Health,SDG 3,SDG 6,Target 6.2,Target 6.3,Refugees,473,369,1
INDIGO-POJ-0327,Télémaque,Implementation,2019-12-24,2019-12-24,2023-01-05,2023-01-05,2019-12-24,2023-01-05,2023-01-05,1108,1108,Canada,CAD,195511.65,244389.56,293267.47,215062.81,268828.51,322594.22,48877.91,Fixed,61097.39,257830.98,CAD,219156.34,241071.97,CAD,244389.56,268828.51,2019-12-24,0.0546,2023-01-05,0.0592,Homelessness,Housing,SDG 6,SDG 6,Target 1.2,Target 4.3,Youth,370,319,1
INDIGO-POJ-0328,Wake up Café (WKF),Planned,2020-08-12,2020-08-12,2024-09-08,2024-09-08,2020-08-12,2024-09-08,2024-09-08,1488,1488,United Kingdom,USD,139242.54,174053.17,208863.81,153166.79,191458.49,229750.19,34810.63,Fixed,43513.29,182755.83,USD,155342.46,170876.7,USD,174053.17,191458.49,2020-08-12,0.0771,2024-09-08,0.0802,Mental health,Housing,SDG 17,SDG 3,Target 2.3,Target 10.2,Youth,599,570,1
INDIGO-POJ-0329,Twoo – Growing with Mentorship (Woork),Implementation,2016-05-16,2016-05-16,2019-11-09,2019-11-09,2016-05-16,2019-11-09,2019-11-09,1272,1272,Australia,GBP,359342.67,449178.33,539014.0,395276.93,494096.17,592915.4,89835.67,Variable,112294.58,478374.93,GBP,406618.69,447280.56,GBP,449178.33,494096.17,2016-05-16,0.0866,2019-11-09,0.1044,Mental health,Criminal justice,SDG 6,SDG 1,Target 1.3,Target 6.4,Disabled persons,478,388,1
INDIGO-POJ-0330,Article 1,Planned,2025-08-24,2025-08-24,2029-09-01,2029-09-01,2025-08-24,2029-09-01,2029-09-01,1469,1469,Canada,GBP,301528.5,376910.63,452292.75,331681.35,414601.69,497522.03,75382.13,Variable,94227.66,399525.26,GBP,339596.47,373556.12,GBP,376910.63,414601.69,2025-08-24,0.0925,2029-09-01,0.1079,Homelessness,Criminal justice,SDG 14,SDG 17,Target 9.3,Target 6.4,Women,652,624,1
INDIGO-POJ-0331,Comme Les Autres,Implementation,2013-06-29,2013-06-29,2016-03-11,2016-03-11,2013-06-29,2016-03-11,2016-03-11,986,986,United Kingdom,USD,159893.76,199867.2,239840.64,175883.14,219853.92,263824.71,39973.44,Variable,49966.8,210859.9,USD,179230.91,197154.01,USD,199867.2,219853.92,2013-06-29,0.0745,2016-03-11,0.0816,Youth unemployment,Criminal justice,SDG 5,SDG 12,Target 5.4,Target 9.1,Disabled persons,506,554,1
INDIGO-POJ-0332,Mozaik RH,Complete,2023-05-23,2023-05-23,2025-09-07,2025-09-07,2023-05-23,2025-09-07,2025-09-07,838,838,USA,USD,137784.11,172230.14,206676.17,151562.52,189453.15,227343.78,34446.03,Variable,43057.53,185147.4,USD,157375.29,173112.82,USD,172230.14,189453.15,2023-05-23,0.0784,2025-09-07,0.1044,Homelessness,Education,SDG 14,SDG 14,Target 7.2,Target 3.4,Disabled persons,469,499,1
INDIGO-POJ-0333,ANDES integration project,Complete,2021-08-03,2021-08-03,2026-01-09,2026-01-09,2021-08-03,2026-01-09,2026-01-09,1620,1620,USA,EUR,372956.26,466195.32,559434.38,410251.88,512814.85,615377.82,93239.06,Variable,116548.83,501159.97,EUR,425985.97,468584.57,EUR,466195.32,512814.85,2021-08-03,0.0517,2026-01-09,0.0713,Homelessness,Criminal justice,SDG 9,SDG 14,Target 4.1,Target 3.2,Refugees,852,786,1
INDIGO-POJ-0334,Articonnex,Implementation,2023-12-20,2023-12-20,2027-09-22,2027-09-22,2023-12-20,2027-09-22,2027-09-22,1372,1372,USA,GBP,375806.78,469758.48,563710.17,413387.46,516734.33,620081.19,93951.7,Variable,117439.62,500292.78,GBP,425248.86,467773.75,GBP,469758.48,516734.33,2023-12-20,0.0986,2027-09-22,0.1188,Youth unemployment,Health,SDG 5,SDG 2,Target 9.1,Target 3.1,Refugees,328,195,1
INDIGO-POJ-0335,Envie Autonomie,Complete,2015-03-23,2015-03-23,2016-09-22,2016-09-22,2015-03-23,2016-09-22,2016-09-22,549,549,United Kingdom,GBP,382165.28,477706.6,573247.91,420381.8,525477.26,630572.71,95541.32,Fixed,119426.65,515923.12,GBP,438534.65,482388.12,GBP,477706.6,525477.26,2015-03-23,0.0737,2016-09-22,0.1039,Mental health,Housing,SDG 7,SDG 11,Target 7.3,Target 8.3,Disabled persons,232,198,1
INDIGO-POJ-0336,Label Vie,Complete,2013-04-11,2013-04-11,2014-08-03,2014-08-03,2013-04-11,2014-08-03,2014-08-03,479,479,Canada,EUR,182112.15,227640.19,273168.23,200323.37,250404.21,300485.05,45528.04,Variable,56910.05,243575.0,EUR,207038.75,227742.63,EUR,227640.19,250404.21,2013-04-11,0.0914,2014-08-03,0.1116,Mental health,Health,SDG 16,SDG 6,Target 4.3,Target 7.1,Youth,454,406,1
INDIGO-POJ-0337,Carbone Scol'ERE France,Implementation,2010-10-02,2010-10-02,2012-11-12,2012-11-12,2010-10-02,2012-11-12,2012-11-12,772,772,United Kingdom,AUD,91842.44,114803.05,137763.66,101026.69,126283.36,151540.03,22960.61,Fixed,28700.76,120543.21,AUD,102461.73,112707.9,AUD,114803.05,126283.36,2010-10-02,0.0798,2012-11-12,0.0776,Mental health,Criminal justice,SDG 7,SDG 16,Target 7.3,Target 6.2,Youth,762,679,0
INDIGO-POJ-0338,Nothing goes to waste with Toopi Organics,Implementation,2024-04-27,2024-04-27,2026-12-29,2026-12-29,2024-04-27,2026-12-29,2026-12-29,976,976,USA,GBP,104625.02,130781.28,156937.54,115087.53,143859.41,172631.29,26156.26,Variable,32695.32,137320.34,GBP,116722.29,128394.52,GBP,130781.28,143859.41,2024-04-27,0.0848,2026-12-29,0.0833,Youth unemployment,Health,SDG 7,SDG 4,Target 4.4,Target 6.1,Women,798,818,0
