Project ID,Id,Outcome Definition - (Value),Target Population - (Value),Targeted number of service users Or beneficiaries (total) - (Value),Unit type of targeted Service users or beneficiaries - (Value),Unit description of Service user or beneficiaries - (Value),Outcome metric target - (Value),Other target for Meeting outcome metric target - (Value),Outcome validation Method - (Value),Data source for Outcome validation - (Value),Policy sector - (Value),Primary SDG goal - (Value),Secondary SDG goals - (Value),Primary SDG target - (Value),Secondary SDG targets - (Value),Sources,Notes
INDIGO-POJ-0144,outcomemetric5,First Level 3 NQF qualification Achievements in the following qualifications are counted at Level 3 : • 4 AS level (including VCE) at grade A to E • 2 A/A2 level (including VCE) at grade A to E • 1 NVQ/full VRQ* pass at Level 3 or higher % • 1 International Baccalaureate pass % • 2 Pre-U Principal Subject or 4 Pre-U Short Course Subjects (* more than 595 guided learning hours) Copy of registration form/copy of certificate showing achievement and/or course completion,,,,,,,,,,4,,4.4,,,
INDIGO-POJ-0144,outcomemetric6,"First Level 4 NQF qualification or above Entry into post-18 higher or further education, including university. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not withstanding holidays) to generate an outcome payment. Copy of registration certificate and confirmation from university/college",,,,,,,,,,4,,4.4,,,
INDIGO-POJ-0144,outcomemetric7,English for speakers of other languages Completion of English as a Second Language Course with a minimum of a pass grade Copy of certificate,,,,,,,,,,,,,,,
INDIGO-POJ-0144,outcomemetric8,Entry to first employment (13 weeks) Entry into employment of 16 hours or more. For under 18’s this includes a training element. A training element is defined as at least 280 guided learning hours per year. This needs to have lasted for a minimum of 13 continuous or cumulative weeks in order for it to generate an outcome payment. Self-employment is also included. • This period begins to accrue from and including the job start date. • A person must be in employment and off-benefit Self employment is a person who is gainfully employed 1) in Great Britain and 2) in employment that is not employed earners employment Confirmation letter from employer. Self-Employment job outcomes will need to be supported by a letter from a recognised business start up organisation which must include a business plan or evidence of trading that is clearly linked to the company and be proportionate to the business.,,,,,,,,,,,,,,,
INDIGO-POJ-0144,outcomemetric9,Entry to first employment (26 weeks) Sustained employment is where a customer has been in employment and off benefit for a total of 26 weeks: and specifically where •a Job Outcome payment has been paid; and •thirteen continuous weeks in employment have elapsed between the Job Outcome payment date Confirmation letter from employer. Self-Employment job outcomes will need to be supported by a letter from a recognised business start up organisation which must include a business plan or evidence of trading that is clearly linked to the company and be proportionate to the business.,,,,,,,,,,,,,,,
INDIGO-POJ-0145,outcomemetric1,"Improved school behaviour. Poor behaviour at school can be defined as those “whose behaviour is unacceptable, who break school rules or who fail to follow a reasonable instruction (Section 91 of Education and Inspection Act 2006)”. Students who have a pattern of this behaviour have to decrease this significantly. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not withstanding school holidays) to generate an outcome payment. Confirmation letter from school/teacher/home tutor.",,800,,,,,,,,4,,4.a,,,
INDIGO-POJ-0145,outcomemetric2,Improved school attendance ‘Persistent truancy’ means deliberate absence for days or weeks at a time. This has to decrease to attendance levels associated with the average student. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not withstanding school holidays) to generate an outcome payment. Confirmation letter from school/teacher/home tutor. Copy of Attendance Record,,,,,,,,,,4,,4.5,,,
INDIGO-POJ-0145,outcomemetric3,Improved attitude to school/education,,,,,,,,,,4,,4.a,,,
INDIGO-POJ-0145,outcomemetric4,First Level 1 NQF qualification At least one GCSE passes (or NQF Level 1): -BTEC Introductory diplomas and certificates -OCR Nationals Level 1 and 2 -Key skill level 1 -NVQ at level 1 -Skills for Life at Level 1 Confirmation from school or copy of certificate,,,,,,,,,,4,,4.4,,,
INDIGO-POJ-0145,outcomemetric5,First Level 2 NQF qualification Achievements in the following qualifications are counted as full Level 2: • 5 full GCSE/iGCSE at grade A* to C • 2 AS level (including VCE) at grade A to E • 1 A/A2 level (including VCE) at grade A to E • 1 NVQ/full VRQ* pass at Level 2 or higher • 1 International Baccalaureate pass (* more than 325 guided learning hours) Confirmation from school or copy of certificate,,,,,,,,,,4,,4.4,,,
INDIGO-POJ-0145,outcomemetric6,First Level 3 NQF qualification Achievements in the following qualifications are counted at Level 3 : • 4 AS level (including VCE) at grade A to E • 2 A/A2 level (including VCE) at grade A to E • 1 NVQ/full VRQ* pass at Level 3 or higher % • 1 International Baccalaureate pass % • 2 Pre-U Principal Subject or 4 Pre-U Short Course Subjects (* more than 595 guided learning hours) Copy of registration form/copy of certificate showing achievement and/or course completion,,,,,,,,,,4,,4.1,,,
INDIGO-POJ-0145,outcomemetric7,Entry to first employment (13 weeks) Entry into employment of 16 hours or more. For under 18’s this includes a training element. A training element is defined as at least 280 guided learning hours per year. This needs to have lasted for a minimum of 13 continuous or cumulative weeks in order for it to generate an outcome payment. Self-employment is also included. • This period begins to accrue from and including the job start date. • A person must be in employment and off-benefit Self employment is a person who is gainfully employed 1) in Great Britain and 2) in employment that is not employed earners employment Confirmation letter from employer. Self-Employment job outcomes will need to be supported by a letter from a recognised business start up organisation which must include a business plan or evidence of trading that is clearly linked to the company and be proportionate to the business.,,,,,,,,,,4,,4.1,,,
INDIGO-POJ-0145,outcomemetric8,Entry to first employment (26 weeks) Sustained employment is where a customer has been in employment and off benefit for a total of 26 weeks: and specifically where •a Job Outcome payment has been paid; and •thirteen continuous weeks in employment have elapsed between the Job Outcome payment date Confirmation letter from employer. Self-Employment job outcomes will need to be supported by a letter from a recognised business start up organisation which must include a business plan or evidence of trading that is clearly linked to the company and be proportionate to the business.,,,,,,,,,,4,,4.1,,,
INDIGO-POJ-0145,outcomemetric9,QCF-accredited entry-level qualification,,,,,,,,,,4,8,4.4,8.b,,
INDIGO-POJ-0145,outcomemetric10,Basic skills,,,,,,,,,,4,8,4.4,8.5,,
INDIGO-POJ-0146,outcomemetric1,"Improved school behaviour. Poor behaviour at school can be defined as those “whose behaviour is unacceptable, who break school rules or who fail to follow a reasonable instruction (Section 91 of Education and Inspection Act 2006)”. Students who have a pattern of this behaviour have to decrease this significantly. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not withstanding school holidays) to generate an outcome payment. Confirmation letter from school/teacher/home tutor.",1300,1100,Individual,,,,,,,4,,4.a,,,
INDIGO-POJ-0146,outcomemetric2,Improved school attendance ‘Persistent truancy’ means deliberate absence for days or weeks at a time. This has to decrease to attendance levels associated with the average student. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not withstanding school holidays) to generate an outcome payment. Confirmation letter from school/teacher/home tutor. Copy of Attendance Record,1400,,,,,,,,,4,,4.5,,,
INDIGO-POJ-0146,outcomemetric3,Improved attitude to school/education,700,,,,,,,,,4,,4.a,,,
INDIGO-POJ-0146,outcomemetric4,First Level 1 NQF qualification At least one GCSE passes (or NQF Level 1): -BTEC Introductory diplomas and certificates -OCR Nationals Level 1 and 2 -Key skill level 1 -NVQ at level 1 -Skills for Life at Level 1 Confirmation from school or copy of certificate,1100,,,,,,,,,4,,4.4,,,
INDIGO-POJ-0146,outcomemetric5,First Level 2 NQF qualification Achievements in the following qualifications are counted as full Level 2: • 5 full GCSE/iGCSE at grade A* to C • 2 AS level (including VCE) at grade A to E • 1 A/A2 level (including VCE) at grade A to E • 1 NVQ/full VRQ* pass at Level 2 or higher • 1 International Baccalaureate pass (* more than 325 guided learning hours) Confirmation from school or copy of certificate,3300,,,,,,,,,4,,4.4,,,
INDIGO-POJ-0146,outcomemetric6,First Level 3 NQF qualification Achievements in the following qualifications are counted at Level 3 : • 4 AS level (including VCE) at grade A to E • 2 A/A2 level (including VCE) at grade A to E • 1 NVQ/full VRQ* pass at Level 3 or higher % • 1 International Baccalaureate pass % • 2 Pre-U Principal Subject or 4 Pre-U Short Course Subjects (* more than 595 guided learning hours) Copy of registration form/copy of certificate showing achievement and/or course completion,5100,,,,,,,,,4,,4.1,,,
INDIGO-POJ-0146,outcomemetric7,Entry to first employment (13 weeks) Entry into employment of 16 hours or more. For under 18’s this includes a training element. A training element is defined as at least 280 guided learning hours per year. This needs to have lasted for a minimum of 13 continuous or cumulative weeks in order for it to generate an outcome payment. Self-employment is also included. • This period begins to accrue from and including the job start date. • A person must be in employment and off-benefit Self employment is a person who is gainfully employed 1) in Great Britain and 2) in employment that is not employed earners employment Confirmation letter from employer. Self-Employment job outcomes will need to be supported by a letter from a recognised business start up organisation which must include a business plan or evidence of trading that is clearly linked to the company and be proportionate to the business.,3500,,,,,,,,,4,,4.1,,,
INDIGO-POJ-0146,outcomemetric8,Entry to first employment (26 weeks) Sustained employment is where a customer has been in employment and off benefit for a total of 26 weeks: and specifically where •a Job Outcome payment has been paid; and •thirteen continuous weeks in employment have elapsed between the Job Outcome payment date Confirmation letter from employer. Self-Employment job outcomes will need to be supported by a letter from a recognised business start up organisation which must include a business plan or evidence of trading that is clearly linked to the company and be proportionate to the business.,2000,,,,,,,,,4,,4.1,,,
