Project ID,Id,Name - (Value),Type - (Value),Publishing Organisations - (Value),URL - (Value),Archive URL - (Value),Internal URL - (Value),Publication Date - (Value),Accessed Date - (Value),Notes
INDIGO-POJ-0083,source15,"The Vera Institute of Justice Final Impact Evaluation Report (Parsons et al., 2016) - p. 5 accessed on 25/07/2019 at https://storage.googleapis.com/vera-web-assets/downloads/Publications/rikers-adolescent-behavioral-learning-experience-evaluation/legacy_downloads/rikers-adolescent-behavioral-learning-experience-evaluation.pdf",,,,,,,,
INDIGO-POJ-0083,source16,New York City Department of Correction ABLE program summary (2012),,,,,,,,
INDIGO-POJ-0083,source17,"MDRC Rikers SIB report (Rudd et al., 2013) - p. 20 accessed on 25/07/2019 at https://www.mdrc.org/sites/default/files/Financing_Promising_evidence-Based_Programs_FR.pdf",,,,,,,,
INDIGO-POJ-0083,source18,"The Vera Institute of Justice Final Impact Evaluation Report (Parsons et al., 2016) - p. 19 accessed on 25/07/2019 at https://storage.googleapis.com/vera-web-assets/downloads/Publications/rikers-adolescent-behavioral-learning-experience-evaluation/legacy_downloads/rikers-adolescent-behavioral-learning-experience-evaluation.pdf",,,,,,,,
INDIGO-POJ-0083,source19,"The Vera Institute of Justice Final Impact Evaluation Report (Parsons et al., 2016) - p. 10 accessed on 25/07/2019 at https://storage.googleapis.com/vera-web-assets/downloads/Publications/rikers-adolescent-behavioral-learning-experience-evaluation/legacy_downloads/rikers-adolescent-behavioral-learning-experience-evaluation.pdf",,,,,,,,
INDIGO-POJ-0084,source1,Social Finance PFS fact sheet (2014) - p.1 accessed on 25/07/2019 at https://socialfinance.org/wp-content/uploads/PFSFactSheet_0314.pdf,,,,,,,,
INDIGO-POJ-0084,source2,"PFS intermediary contract (October, 2013) - p.1 accessed on25/07/2017 at https://govlab.hks.harvard.edu/files/govlabs/files/nys_ceo_pfs_contract.pdf",,,,,,,,
INDIGO-POJ-0084,source3,Governor Cuomo PFS project press release (2013) - p.1 accessed on 25/07/2019 at https://www.governor.ny.gov/news/governor-cuomo-announces-new-york-first-state-nation-launch-pay-success-project-initiative,,,,,,,,
INDIGO-POJ-0084,source4,"GuideStar, https://www.guidestar.org",,,,,,,,
INDIGO-POJ-0084,source5,Social Finance PFS fact sheet (2014) - p.2 accessed on 25/07/2019 at https://socialfinance.org/wp-content/uploads/PFSFactSheet_0314.pdf,,,,,,,,
INDIGO-POJ-0084,source6,"Social Finance PFS detailed project summary (March, 2014) - p.10",,,,,,,,
INDIGO-POJ-0084,source7,"PFS intermediary contract (October, 2013) - p.8 accessed on25/07/2017 at https://govlab.hks.harvard.edu/files/govlabs/files/nys_ceo_pfs_contract.pdf and The Potential and Limitations of Impact Bonds, Brookings, 2015 accessed on 22/07/2019 at https://www.brookings.edu/wp-content/uploads/2015/07/impact-bondsweb.pdf",,,,,,,,
INDIGO-POJ-0084,source8,"PFS intermediary contract (October, 2013) - p.1 accessed on25/07/2017 at https://govlab.hks.harvard.edu/files/govlabs/files/nys_ceo_pfs_contract.pdf and The Potential and Limitations of Impact Bonds, Brookings, 2015 accessed on 22/07/2019 at https://www.brookings.edu/wp-content/uploads/2015/07/impact-bondsweb.pdf",,,,,,,,
INDIGO-POJ-0084,source9,Governor Cuomo PFS project press release (2013) - p.2 accessed on 25/07/2019 at https://www.governor.ny.gov/news/governor-cuomo-announces-new-york-first-state-nation-launch-pay-success-project-initiative,,,,,,,,
INDIGO-POJ-0084,source10,"Social Finance PFS detailed project summary (March, 2014) - p.6",,,,,,,,
INDIGO-POJ-0084,source11,Social Finance PFS fact sheet (2014) - p.1,,,,,,,,
INDIGO-POJ-0084,source12,"Social Finance PFS fact sheet (2014) - p.2 accessed on 25/07/2019 at https://socialfinance.org/wp-content/uploads/PFSFactSheet_0314.pdf and CNCS Office of Research and Evaluation, SIF: State of the Pay for Success Field - p. 12 - 13 accessed at https://www.nationalservice.gov/sites/default/files/documents/CNCS%20PFS%20State%20of%20the%20Field%20Document%20Final%204-17-15%20sxf.pdf",,,,,,,,
INDIGO-POJ-0084,source13,"Investing in What Works: ""Pay for Success"" in New York State Increasing Employment and improving Public Safety, detailed project summary, 2014, p. 9 - 15 accessed on 25/07/2019 at file:///Users/bsog0147/Downloads/Social_Finance_full_summary.pdf",,,,,,,,
INDIGO-POJ-0084,source14,"CNCS Office of Research and Evaluation, SIF: State of the Pay for Success Field,  p. 14 accessed on 25/07/2019 at  https://www.nationalservice.gov/sites/default/files/documents/CNCS%20PFS%20State%20of%20the%20Field%20Document%20Final%204-17-15%20sxf.pdf and Investing in What Works: ""Pay for Success"" in New York State Increasing Employment and improving Public Safety, detailed project summary, 2014, p. 10 accessed on 25/07/2019 at file:///Users/bsog0147/Downloads/Social_Finance_full_summary.pdf",,,,,,,,
INDIGO-POJ-0085,source1,Massachusetts Juvenile Justice Pay for Success FAQ (16/12/2014) - p.1 accessed on 25/07/2019 at https://govlab.hks.harvard.edu/files/govlabs/files/massachusetts_roca_pfs_faq.pdf,,,,,,,,
INDIGO-POJ-0085,source2,"PFS contract among Commonwealth of Massachusetts, Roca, Inc., and Youth Services, Inc. (7/01/2014) - p.1 accessed on 25/07/2019 at https://www.thirdsectorcap.org/wp-content/uploads/2015/03/final-pay-for-success-contract-executed-1-7-2013.pdf",,,,,,,,
INDIGO-POJ-0085,source3,Massachusetts Juvenile Justice Pay for Success Initiative fact sheet (16/12/2014) - p.1 accessed on 25/07/2019 at https://payforsuccess.org/sites/default/files/resource-files/ma-jj-pfs-fact-sheet.pdf,,,,,,,,
INDIGO-POJ-0085,source4,Third Sector Capital project brief (01/06/2014) - p.4 accessed on 25/07/2019 at https://www.thirdsectorcap.org/wp-content/uploads/2015/02/TSCP_MAJJ-PFS-Lessons-Learned.pdf,,,,,,,,
INDIGO-POJ-0085,source5,"The Potential and Limitations of Impact Bonds, Brookings, 2015 p. 112 accessed on 22/07/2019 at https://www.brookings.edu/wp-content/uploads/2015/07/impact-bondsweb.pdf",,,,,,,,
INDIGO-POJ-0085,source6,"GuideStar, https://www.guidestar.org",,,,,,,,
INDIGO-POJ-0085,source7,"PFS contract among Commonwealth of Massachusetts, Roca, Inc., and Youth Services, Inc. (7/01/2014) - p.9 accessed on 25/07/2019 at https://www.thirdsectorcap.org/wp-content/uploads/2015/03/final-pay-for-success-contract-executed-1-7-2013.pdf",,,,,,,,
INDIGO-POJ-0085,source8,"PFS contract among Commonwealth of Massachusetts, Roca, Inc., and Youth Services, Inc. (7/01/2014) - p.9 and 43 accessed on 25/07/2019 at https://www.thirdsectorcap.org/wp-content/uploads/2015/03/final-pay-for-success-contract-executed-1-7-2013.pdf",,,,,,,,
INDIGO-POJ-0085,source9,Third Sector Capital project brief (01/06/2014) - p.2 accessed on 25/07/2019 at https://www.thirdsectorcap.org/wp-content/uploads/2015/02/TSCP_MAJJ-PFS-Lessons-Learned.pdf,,,,,,,,
INDIGO-POJ-0085,source10,Massachusetts Juvenile Justice Pay for Success FAQ (16/12/2014) - p.5 accessed on 25/07/2019 at https://govlab.hks.harvard.edu/files/govlabs/files/massachusetts_roca_pfs_faq.pdf,,,,,,,,
INDIGO-POJ-0085,source11,Third Sector Capital project brief (01/06/2014) p. 6 accessed on 25/07/2019 at https://www.thirdsectorcap.org/wp-content/uploads/2015/02/TSCP_MAJJ-PFS-Project-Brief.pdf,,,,,,,,
INDIGO-POJ-0085,source12,Third Sector Capital project brief (01/06/2014) p. 7 accessed on 25/07/2019 at https://www.thirdsectorcap.org/wp-content/uploads/2015/02/TSCP_MAJJ-PFS-Project-Brief.pdf,,,,,,,,
INDIGO-POJ-0085,source13,Massachusetts Juvenile Justice Pay for Success Initiative fact sheet (16/12/2014) - p.1 accessed on 25/07/2019 at https://govlab.hks.harvard.edu/files/govlabs/files/massachusetts_roca_pfs_faq.pdf,,,,,,,,
INDIGO-POJ-0085,source14,Third Sector Capital project brief (01/06/2014) p. 2 accessed on 25/07/2019 at https://www.thirdsectorcap.org/wp-content/uploads/2015/02/TSCP_MAJJ-PFS-Project-Brief.pdf,,,,,,,,
INDIGO-POJ-0085,source15,Massachusetts Juvenile Justice Pay for Success Initiative fact sheet (16/12/2014) - p.2 accessed on 25/07/2019 at https://payforsuccess.org/sites/default/files/resource-files/ma-jj-pfs-fact-sheet.pdf,,,,,,,,
INDIGO-POJ-0085,source16,Massachusetts Juvenile Justice Pay for Success Initiative fact sheet (16/12/2014) - p.3 accessed on 25/07/2019 at https://payforsuccess.org/sites/default/files/resource-files/ma-jj-pfs-fact-sheet.pdf,,,,,,,,
INDIGO-POJ-0085,source17,"Third Sector Capital project brief (01/06/2014) p. 6 accessed on 25/07/2019 at https://www.thirdsectorcap.org/wp-content/uploads/2015/02/TSCP_MAJJ-PFS-Project-Brief.pdf AND PFS contract among Commonwealth of Massachusetts, Roca, Inc., and Youth Services, Inc. (7/01/2014) - p. 13",,,,,,,,
INDIGO-POJ-0086,source1,"Institute for Child Success Summaries of Financed Projects (Golden et al., 2015) p. 2 accessed on 25/07/2019 at https://thrivewa.org/wp-content/uploads/Pay-for-Success-in-the-US-Summaries-of-Financed-Projects.pdf",,,,,,,,
INDIGO-POJ-0086,source2,PFS contract between City of Chicago and IFF Pay for Success I LLC (8/10/2014) - p. 2 accessed on 25/07/2019 at https://www.payforsuccess.org/sites/default/files/resource-files/o2014-8677_0.pdf,,,,,,,,
INDIGO-POJ-0086,source3,"Institute for Child Success Summaries of Financed Projects (Golden et al., 2015) p. 3 accessed on 25/07/2019 at https://thrivewa.org/wp-content/uploads/Pay-for-Success-in-the-US-Summaries-of-Financed-Projects.pdf",,,,,,,,
INDIGO-POJ-0086,source4,"Institute for Child Success project summary (Golden et al., 20/01/2015) - p.2",,,,,,,,
INDIGO-POJ-0086,source5,"The Potential and Limitations of Impact Bonds, Brookings, 2015 p. 114 accessed on 22/07/2019 at https://www.brookings.edu/wp-content/uploads/2015/07/impact-bondsweb.pdf",,,,,,,,
INDIGO-POJ-0086,source6,"Pay for Success: The First 25, 2019, p. 12 accessed on 26/07/2019 at https://www.payforsuccess.org/sites/default/files/resource-files/pay-for-success-first-25.pdf",,,,,,,,
INDIGO-POJ-0086,source7,"PFS contract between City of Chicago and IFF Pay for Success I LLC (8/10/2014) - p. 9 AND Pay for Success: The First 25, 2019, p. 47 access on 26/07/2019 at https://www.payforsuccess.org/sites/default/files/resource-files/pay-for-success-first-25.pdf",,,,,,,,
INDIGO-POJ-0086,source8,PFS contract between City of Chicago and IFF Pay for Success I LLC (8/10/2014) - (page 3 of contract; or page 4 of the PDF) and (page 9 - 10 of Exhibit II of the contract; or page 106 of the PDF) accessed on 25/07/2019 at https://www.payforsuccess.org/sites/default/files/resource-files/o2014-8677_0.pdf,,,,,,,,
INDIGO-POJ-0086,source9,"Calculation based on Institute for Child Success Summaries of Financed Projects (Golden et al., 2015) p. 3 accessed on 25/07/2019 at https://thrivewa.org/wp-content/uploads/Pay-for-Success-in-the-US-Summaries-of-Financed-Projects.pdf",,,,,,,,
INDIGO-POJ-0086,source10,Chicago Child-Parent Center Pay for Success Initiative fact sheet  (2014) - p.3 accessed on 25/07/2019 at https://www.northerntrust.com/documents/SIB-Fact-Sheet-100714.pdf,,,,,,,,
INDIGO-POJ-0086,source11,Chicago Child-Parent Center Pay for Success Initiative fact sheet  (2014) - p.4 accessed on 25/07/2019 at https://www.northerntrust.com/documents/SIB-Fact-Sheet-100714.pdf,,,,,,,,
INDIGO-POJ-0086,source12,PFS contract between City of Chicago and IFF Pay for Success I LLC (8/10/2014) - p. 4 accessed on 25/07/2019 at https://www.payforsuccess.org/sites/default/files/resource-files/o2014-8677_0.pdf,,,,,,,,
INDIGO-POJ-0086,source13,Chicago Child-Parent Center Pay for Success Initiative fact sheet  (2014) - p.2 accessed on 25/07/2019 at https://www.northerntrust.com/documents/SIB-Fact-Sheet-100714.pdf,,,,,,,,
INDIGO-POJ-0086,source14,SRI International Evaluation of Kindergarten Readiness in Five Child-Parent Centers: Report for 2014 - 2015 (April 2016) - p.8 accessed on 25/07/2019 at https://www.chicagoreporter.com/wp-content/uploads/2016/05/SIB-CPC_Report_FINAL_041916.pdf,,,,,,,,
INDIGO-POJ-0086,source15,Pay for Success: The First 25 access on 26/07/2019 at https://www.payforsuccess.org/sites/default/files/resource-files/pay-for-success-first-25.pdf,,,,,,,,
INDIGO-POJ-0087,source1,Cuyahoga Partnering for Family Success Program fact sheet (2015) - p.1 -- accessed on 26th July 2019 at http://www.thirdsectorcap.org/wp-content/uploads/2015/12/Cuyahoga_PFS_Fact-Sheet_UPDATED-NOV-2015_FINAL.pdf,,,,,,,,
INDIGO-POJ-0087,source2,"Pay for Success contract between Cuyahoga Country, Ohio, Mental Health Services for Homeless, Persons, Inc., dba FrontLine Service, and Cuyahoga PFS, LLC (28/10/2014) - p.1 -- accessed on 26th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/cuyahoga-county-pfs-contract_0.pdf",,,,,,,,
INDIGO-POJ-0087,source3,"Institute for Child Success project summary (Garvey, July 2015) - p.2 -- accessed on 26th July 2019 at https://www.instituteforchildsuccess.org/wp-content/uploads/2016/07/summary_of_pay_for_success_social_impact_bonds_cuyahoga_county.pdf",,,,,,,,
INDIGO-POJ-0087,source4,Cuyahoga Partnering for Family Success Program fact sheet (2015) - p.4 . -- accessed on 26th July 2019 at http://www.thirdsectorcap.org/wp-content/uploads/2015/12/Cuyahoga_PFS_Fact-Sheet_UPDATED-NOV-2015_FINAL.pdf,,,,,,,,
INDIGO-POJ-0087,source5,Cuyahoga Partnering for Family Success Program fact sheet (2015) - p.1 . -- accessed on 26th July 2019 at http://www.thirdsectorcap.org/wp-content/uploads/2015/12/Cuyahoga_PFS_Fact-Sheet_UPDATED-NOV-2015_FINAL.pdf,,,,,,,,
INDIGO-POJ-0087,source6,"Pay for Success contract between Cuyahoga Country, Ohio, Mental Health Services for Homeless, Persons, Inc., dba FrontLine Service, and Cuyahoga PFS, LLC (28/10/2014) - p.1-2 -- accessed on 26th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/cuyahoga-county-pfs-contract_0.pdf",,,,,,,,
INDIGO-POJ-0087,source7,"Pay for Success contract between Cuyahoga Country, Ohio, Mental Health Services for Homeless, Persons, Inc., dba FrontLine Service, and Cuyahoga PFS, LLC (28/10/2014) - p.5-9 -- accessed on 26th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/cuyahoga-county-pfs-contract_0.pdf",,,,,,,,
INDIGO-POJ-0087,source8,"Pay for Success contract between Cuyahoga Country, Ohio, Mental Health Services for Homeless, Persons, Inc., dba FrontLine Service, and Cuyahoga PFS, LLC (28/10/2014) - p.9 -- accessed on 26th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/cuyahoga-county-pfs-contract_0.pdf",,,,,,,,
INDIGO-POJ-0087,source9,CNCS SIF: State of the Pay for Success Field project summary - p.23 -- accessed on 27th July 2019 at https://www.nationalservice.gov/sites/default/files/documents/CNCS%20PFS%20State%20of%20the%20Field%20Document%20Final%208-7-15%20sxf.pdf,,,,,,,,
INDIGO-POJ-0088,source1,"ICS project summary (Garvey, December 2015) - p.1 -- accessed on 27th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/summary_of_pay_for_success_social_impact_bonds_Massachusetts_homelessness.pdf",,,,,,,,
INDIGO-POJ-0088,source2,Pay for Success contract by and between The Commonwealth of Massachusetts and Massachusetts Alliance for Supportive Housing LLC (3/12/2014) - p. 1 -- accessed on 27th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/homelessness-pfs-contract-executed-12-3-14_1.pdf,,,,,,,,
INDIGO-POJ-0088,source3,"Finn et al., Journal of Affordable Housing, Vol. 27, Number 2 (2018) - p. 375 -- accessed on 27th July 2019 at https://www.americanbar.org/content/dam/aba/publications/journal_of_affordable_housing/volume_27_number_2/AH_27-2_10Finn.pdf",,,,,,,,
INDIGO-POJ-0088,source4,"Governor Patrick Pay for Success Initiative press release (8/12/2014) - p. 1 , accessed 27th July 2019 at https://archives.lib.state.ma.us/bitstream/handle/2452/217588/ocn795183245-2014-12-08b.pdf?sequence=1&isAllowed=y + ICS project summary (December 2015) - p. 3 & ICS project summary (Garvey, December 2015) - p.1 -- accessed on 27th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/summary_of_pay_for_success_social_im",,,,,,,,
INDIGO-POJ-0088,source5,"Governor Patrick Pay for Success Initiative press release (8/12/2014) - p. 1 , accessed 27th July 2019 at https://archives.lib.state.ma.us/bitstream/handle/2452/217588/ocn795183245-2014-12-08b.pdf?sequence=1&isAllowed=y & ICS project summary (Garvey, December 2015) - p.3 -- accessed on 27th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/summary_of_pay_for_success_social_im",,,,,,,,
INDIGO-POJ-0088,source6,"ICS project summary (Garvey, December 2015) - p.2 -- accessed on 27th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/summary_of_pay_for_success_social_impact_bonds_Massachusetts_homelessness.pdf",,,,,,,,
INDIGO-POJ-0088,source7,"GuiderStar, https://www.guidestar.org/search",,,,,,,,
INDIGO-POJ-0088,source8,Pay for Success contract by and between The Commonwealth of Massachusetts and Massachusetts Alliance for Supportive Housing LLC (3/12/2014) - p. 1 -- accessed on 27th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/homelessness-pfs-contract-executed-12-3-14_1.pdf,,,,,,,,
INDIGO-POJ-0088,source9,Pay for Success contract by and between The Commonwealth of Massachusetts and Massachusetts Alliance for Supportive Housing LLC (3/12/2014) - p. 3 - 4 -- accessed on 27th July 2019 at https://www.payforsuccess.,,,,,,,,
INDIGO-POJ-0088,source10,Pay for Success contract by and between The Commonwealth of Massachusetts and Massachusetts Alliance for Supportive Housing LLC (3/12/2014) - p. 10 -- accessed on 27th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/homelessness-pfs-contract-executed-12-3-14_1.pdf,,,,,,,,
INDIGO-POJ-0088,source11,Pay for Success contract by and between The Commonwealth of Massachusetts and Massachusetts Alliance for Supportive Housing LLC (3/12/2014) - p. 11 -- accessed on 27th July 2019 at https://www.payforsuccess.org/sites/default/files/resource-files/homelessness-pfs-contract-executed-12-3-14_1.pdf,,,,,,,,
